RECORD_METADATA,CUSTOMER_ID,CALL_DURATION_MINUTES,CALL_ID,SENTIMENT
"{
  ""CreateTime"": 1687951894723,
  ""offset"": 18268,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069631,11,11126190,0.79
"{
  ""CreateTime"": 1687951895724,
  ""offset"": 18269,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069632,11,11126191,-0.78
"{
  ""CreateTime"": 1687951896727,
  ""offset"": 18270,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069632,11,11126192,-0.92
"{
  ""CreateTime"": 1687951897730,
  ""offset"": 18271,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069632,11,11126193,-0.70
"{
  ""CreateTime"": 1687951898732,
  ""offset"": 18272,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069633,22,11126194,0.51
"{
  ""CreateTime"": 1687951899736,
  ""offset"": 18273,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069634,33,11126196,-0.53
"{
  ""CreateTime"": 1687951900739,
  ""offset"": 18274,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069634,4,11126197,0.65
"{
  ""CreateTime"": 1687951901742,
  ""offset"": 18275,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069634,22,11126195,-0.47
"{
  ""CreateTime"": 1687951902746,
  ""offset"": 18276,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069635,3,11126200,-0.02
"{
  ""CreateTime"": 1687951903748,
  ""offset"": 18277,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069635,11,11126198,-0.25
"{
  ""CreateTime"": 1687951904751,
  ""offset"": 18278,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069635,11,11126199,0.62
"{
  ""CreateTime"": 1687951905754,
  ""offset"": 18279,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069635,11,11126201,0.70
"{
  ""CreateTime"": 1687951906759,
  ""offset"": 18280,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069636,11,11126202,-0.72
"{
  ""CreateTime"": 1687951907761,
  ""offset"": 18281,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069636,11,11126203,0.55
"{
  ""CreateTime"": 1687951908763,
  ""offset"": 18282,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069637,22,11126205,0.52
"{
  ""CreateTime"": 1687951909766,
  ""offset"": 18283,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069637,44,11126204,0.97
"{
  ""CreateTime"": 1687951910769,
  ""offset"": 18284,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069638,3,11126208,-0.06
"{
  ""CreateTime"": 1687951911772,
  ""offset"": 18285,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069638,44,11126206,-0.42
"{
  ""CreateTime"": 1687951912775,
  ""offset"": 18286,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069638,3,11126207,-0.69
"{
  ""CreateTime"": 1687951913778,
  ""offset"": 18287,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069638,11,11126209,-0.84
"{
  ""CreateTime"": 1687955842603,
  ""offset"": 18465,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069707,11,11126387,-0.98
"{
  ""CreateTime"": 1687955843605,
  ""offset"": 18466,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069707,22,11126388,0.49
"{
  ""CreateTime"": 1687955844606,
  ""offset"": 18467,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069707,66,11126389,-0.35
"{
  ""CreateTime"": 1687955845608,
  ""offset"": 18468,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069708,11,11126390,0.84
"{
  ""CreateTime"": 1687955846609,
  ""offset"": 18469,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069708,11,11126392,-0.12
"{
  ""CreateTime"": 1687955847611,
  ""offset"": 18470,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069708,11,11126391,0.03
"{
  ""CreateTime"": 1687955848613,
  ""offset"": 18471,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069709,11,11126394,-0.82
"{
  ""CreateTime"": 1687955849615,
  ""offset"": 18472,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069709,11,11126393,0.70
"{
  ""CreateTime"": 1687955850616,
  ""offset"": 18473,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069709,3,11126395,0.52
"{
  ""CreateTime"": 1687955851618,
  ""offset"": 18474,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069709,22,11126396,0.94
"{
  ""CreateTime"": 1687955852619,
  ""offset"": 18475,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069710,11,11126397,-0.65
"{
  ""CreateTime"": 1687955853621,
  ""offset"": 18476,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069710,22,11126399,-0.21
"{
  ""CreateTime"": 1687955854622,
  ""offset"": 18477,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069710,3,11126398,0.78
"{
  ""CreateTime"": 1687955855623,
  ""offset"": 18478,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069711,22,11126400,-0.55
"{
  ""CreateTime"": 1687955856625,
  ""offset"": 18479,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069711,3,11126401,0.29
"{
  ""CreateTime"": 1687955857626,
  ""offset"": 18480,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069712,22,11126402,0.09
"{
  ""CreateTime"": 1687955858628,
  ""offset"": 18481,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069712,22,11126405,-0.92
"{
  ""CreateTime"": 1687955859629,
  ""offset"": 18482,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069712,6,11126404,0.47
"{
  ""CreateTime"": 1687955860631,
  ""offset"": 18483,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069712,11,11126403,-0.13
"{
  ""CreateTime"": 1687955861632,
  ""offset"": 18484,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069713,11,11126406,-0.83
"{
  ""CreateTime"": 1687955862634,
  ""offset"": 18485,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069714,11,11126408,0.09
"{
  ""CreateTime"": 1687955863635,
  ""offset"": 18486,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069714,11,11126407,0.97
"{
  ""CreateTime"": 1687955864636,
  ""offset"": 18487,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069715,22,11126409,-0.28
"{
  ""CreateTime"": 1687955865637,
  ""offset"": 18488,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069716,3,11126412,-0.41
"{
  ""CreateTime"": 1687955866639,
  ""offset"": 18489,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069716,11,11126413,0.91
"{
  ""CreateTime"": 1687955867640,
  ""offset"": 18490,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069716,11,11126411,-0.12
"{
  ""CreateTime"": 1687955868642,
  ""offset"": 18491,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069716,11,11126410,0.79
"{
  ""CreateTime"": 1687955869645,
  ""offset"": 18492,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069717,11,11126414,-0.92
"{
  ""CreateTime"": 1687955870647,
  ""offset"": 18493,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069718,11,11126415,0.93
"{
  ""CreateTime"": 1687955871649,
  ""offset"": 18494,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069719,11,11126416,-0.19
"{
  ""CreateTime"": 1687955872650,
  ""offset"": 18495,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069720,11,11126418,0.85
"{
  ""CreateTime"": 1687955873652,
  ""offset"": 18496,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069720,11,11126417,-0.58
"{
  ""CreateTime"": 1687955874653,
  ""offset"": 18497,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069721,3,11126420,-0.98
"{
  ""CreateTime"": 1687955875655,
  ""offset"": 18498,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069721,11,11126419,-0.62
"{
  ""CreateTime"": 1687955876656,
  ""offset"": 18499,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069721,11,11126421,0.39
"{
  ""CreateTime"": 1687955877658,
  ""offset"": 18500,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069722,3,11126423,0.68
"{
  ""CreateTime"": 1687955878659,
  ""offset"": 18501,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069722,22,11126422,-0.10
"{
  ""CreateTime"": 1687955879660,
  ""offset"": 18502,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069723,11,11126424,-0.45
"{
  ""CreateTime"": 1687955880662,
  ""offset"": 18503,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069723,22,11126425,-0.07
"{
  ""CreateTime"": 1687955881663,
  ""offset"": 18504,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069724,2,11126429,-0.68
"{
  ""CreateTime"": 1687955882664,
  ""offset"": 18505,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069724,22,11126428,0.84
"{
  ""CreateTime"": 1687955883665,
  ""offset"": 18506,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069724,11,11126427,0.43
"{
  ""CreateTime"": 1687955884666,
  ""offset"": 18507,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069724,3,11126430,0.43
"{
  ""CreateTime"": 1687955885668,
  ""offset"": 18508,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069724,11,11126426,0.80
"{
  ""CreateTime"": 1687955886669,
  ""offset"": 18509,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069725,22,11126432,0.69
"{
  ""CreateTime"": 1687955887671,
  ""offset"": 18510,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069725,11,11126431,-0.67
"{
  ""CreateTime"": 1687955888673,
  ""offset"": 18511,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069725,33,11126433,-0.32
"{
  ""CreateTime"": 1687955889674,
  ""offset"": 18512,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069726,33,11126434,0.64
"{
  ""CreateTime"": 1687955890675,
  ""offset"": 18513,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069726,3,11126438,-0.96
"{
  ""CreateTime"": 1687955891676,
  ""offset"": 18514,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069726,4,11126436,-0.55
"{
  ""CreateTime"": 1687955892678,
  ""offset"": 18515,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069726,3,11126437,0.95
"{
  ""CreateTime"": 1687955893678,
  ""offset"": 18516,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069726,33,11126435,0.07
"{
  ""CreateTime"": 1687955894680,
  ""offset"": 18517,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069727,22,11126441,0.64
"{
  ""CreateTime"": 1687955895682,
  ""offset"": 18518,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069727,22,11126439,0.55
"{
  ""CreateTime"": 1687955896683,
  ""offset"": 18519,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069727,3,11126440,-0.29
"{
  ""CreateTime"": 1687955897685,
  ""offset"": 18520,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069728,11,11126442,-0.88
"{
  ""CreateTime"": 1687955898686,
  ""offset"": 18521,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069729,2,11126446,0.91
"{
  ""CreateTime"": 1687955899689,
  ""offset"": 18522,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069729,22,11126445,-0.81
"{
  ""CreateTime"": 1687955900690,
  ""offset"": 18523,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069729,3,11126447,0.56
"{
  ""CreateTime"": 1687955901692,
  ""offset"": 18524,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069729,33,11126443,-0.40
"{
  ""CreateTime"": 1687955902694,
  ""offset"": 18525,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069729,11,11126444,0.38
"{
  ""CreateTime"": 1687955903697,
  ""offset"": 18526,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069730,22,11126448,-0.12
"{
  ""CreateTime"": 1687955904698,
  ""offset"": 18527,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069730,3,11126450,0.54
"{
  ""CreateTime"": 1687955905700,
  ""offset"": 18528,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069730,11,11126449,-0.92
"{
  ""CreateTime"": 1687955906701,
  ""offset"": 18529,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069730,22,11126451,0.85
"{
  ""CreateTime"": 1687955907703,
  ""offset"": 18530,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069731,33,11126455,-0.14
"{
  ""CreateTime"": 1687955908705,
  ""offset"": 18531,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069731,22,11126453,-0.12
"{
  ""CreateTime"": 1687955909706,
  ""offset"": 18532,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069731,11,11126452,0.24
"{
  ""CreateTime"": 1687955910708,
  ""offset"": 18533,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069731,3,11126454,0.90
"{
  ""CreateTime"": 1687955911709,
  ""offset"": 18534,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069732,22,11126456,0.26
"{
  ""CreateTime"": 1687955912711,
  ""offset"": 18535,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069732,3,11126458,0.06
"{
  ""CreateTime"": 1687955913712,
  ""offset"": 18536,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069732,22,11126457,-0.20
"{
  ""CreateTime"": 1687955914714,
  ""offset"": 18537,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069733,11,11126459,0.13
"{
  ""CreateTime"": 1687955915716,
  ""offset"": 18538,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069733,11,11126460,0.88
"{
  ""CreateTime"": 1687955916718,
  ""offset"": 18539,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069734,11,11126462,0.45
"{
  ""CreateTime"": 1687955917720,
  ""offset"": 18540,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069734,11,11126461,0.68
"{
  ""CreateTime"": 1687955918722,
  ""offset"": 18541,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069735,11,11126463,0.80
"{
  ""CreateTime"": 1687955919723,
  ""offset"": 18542,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069736,22,11126465,-0.33
"{
  ""CreateTime"": 1687955920725,
  ""offset"": 18543,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069736,33,11126466,0.15
"{
  ""CreateTime"": 1687955921727,
  ""offset"": 18544,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069736,11,11126464,0.06
"{
  ""CreateTime"": 1687955922728,
  ""offset"": 18545,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069737,11,11126468,-0.31
"{
  ""CreateTime"": 1687955923730,
  ""offset"": 18546,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069737,33,11126467,0.34
"{
  ""CreateTime"": 1687955924731,
  ""offset"": 18547,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069737,2,11126469,-0.03
"{
  ""CreateTime"": 1687955925733,
  ""offset"": 18548,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069738,11,11126471,-0.64
"{
  ""CreateTime"": 1687955926734,
  ""offset"": 18549,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069738,11,11126470,-0.55
"{
  ""CreateTime"": 1687955927736,
  ""offset"": 18550,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069739,3,11126474,0.33
"{
  ""CreateTime"": 1687955928738,
  ""offset"": 18551,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069739,11,11126475,-0.73
"{
  ""CreateTime"": 1687955929740,
  ""offset"": 18552,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069739,11,11126472,0.75
"{
  ""CreateTime"": 1687955930741,
  ""offset"": 18553,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069739,11,11126473,0.98
"{
  ""CreateTime"": 1687955931743,
  ""offset"": 18554,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069740,6,11126477,0.15
"{
  ""CreateTime"": 1687955932745,
  ""offset"": 18555,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069740,44,11126476,-0.94
"{
  ""CreateTime"": 1687955933747,
  ""offset"": 18556,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069741,11,11126479,-0.56
"{
  ""CreateTime"": 1687955934748,
  ""offset"": 18557,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069741,11,11126478,-0.29
"{
  ""CreateTime"": 1687955935750,
  ""offset"": 18558,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069742,33,11126481,-0.90
"{
  ""CreateTime"": 1687955936751,
  ""offset"": 18559,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069742,33,11126480,-0.14
"{
  ""CreateTime"": 1687955937753,
  ""offset"": 18560,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069742,2,11126482,0.08
"{
  ""CreateTime"": 1687955938755,
  ""offset"": 18561,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069742,3,11126483,-0.32
"{
  ""CreateTime"": 1687955939756,
  ""offset"": 18562,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069742,6,11126484,0.69
"{
  ""CreateTime"": 1687955940758,
  ""offset"": 18563,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069743,11,11126485,-0.62
"{
  ""CreateTime"": 1687955951773,
  ""offset"": 18574,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069747,22,11126494,0.64
"{
  ""CreateTime"": 1687955952775,
  ""offset"": 18575,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069748,11,11126497,0.71
"{
  ""CreateTime"": 1687955953777,
  ""offset"": 18576,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069749,11,11126498,0.83
"{
  ""CreateTime"": 1687955954779,
  ""offset"": 18577,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069749,11,11126499,-0.72
"{
  ""CreateTime"": 1687955955780,
  ""offset"": 18578,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069749,3,11126500,0.79
"{
  ""CreateTime"": 1687955956782,
  ""offset"": 18579,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069750,33,11126501,0.30
"{
  ""CreateTime"": 1687955957784,
  ""offset"": 18580,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,3,11126507,0.10
"{
  ""CreateTime"": 1687955958786,
  ""offset"": 18581,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,4,11126505,-0.63
"{
  ""CreateTime"": 1687955959787,
  ""offset"": 18582,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,33,11126502,0.43
"{
  ""CreateTime"": 1687955960789,
  ""offset"": 18583,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,22,11126503,-0.41
"{
  ""CreateTime"": 1687955941759,
  ""offset"": 18564,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069744,3,11126487,0.26
"{
  ""CreateTime"": 1687955942759,
  ""offset"": 18565,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069744,44,11126488,0.07
"{
  ""CreateTime"": 1687955943761,
  ""offset"": 18566,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069744,22,11126486,0.52
"{
  ""CreateTime"": 1687955944762,
  ""offset"": 18567,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069745,11,11126489,-0.51
"{
  ""CreateTime"": 1687955945764,
  ""offset"": 18568,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069745,11,11126490,-0.79
"{
  ""CreateTime"": 1687955946765,
  ""offset"": 18569,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069746,33,11126491,0.46
"{
  ""CreateTime"": 1687955947766,
  ""offset"": 18570,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069746,3,11126492,-0.59
"{
  ""CreateTime"": 1687955948768,
  ""offset"": 18571,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069746,11,11126493,-0.25
"{
  ""CreateTime"": 1687955949770,
  ""offset"": 18572,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069747,22,11126496,-0.58
"{
  ""CreateTime"": 1687955950772,
  ""offset"": 18573,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069747,3,11126495,-0.62
"{
  ""CreateTime"": 1687955971807,
  ""offset"": 18594,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069755,33,11126517,-0.14
"{
  ""CreateTime"": 1687955972808,
  ""offset"": 18595,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069755,11,11126516,-0.97
"{
  ""CreateTime"": 1687955973810,
  ""offset"": 18596,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069755,11,11126519,-0.08
"{
  ""CreateTime"": 1687955974812,
  ""offset"": 18597,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069755,3,11126518,0.97
"{
  ""CreateTime"": 1687955975814,
  ""offset"": 18598,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069756,22,11126520,0.09
"{
  ""CreateTime"": 1687955976815,
  ""offset"": 18599,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069757,3,11126522,-0.75
"{
  ""CreateTime"": 1687955977817,
  ""offset"": 18600,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069757,33,11126521,-0.98
"{
  ""CreateTime"": 1687955978820,
  ""offset"": 18601,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069758,3,11126526,0.30
"{
  ""CreateTime"": 1687955979822,
  ""offset"": 18602,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069758,22,11126523,0.48
"{
  ""CreateTime"": 1687955980824,
  ""offset"": 18603,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069758,33,11126524,-0.58
"{
  ""CreateTime"": 1687955991844,
  ""offset"": 18614,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069762,22,11126537,-0.89
"{
  ""CreateTime"": 1687955992847,
  ""offset"": 18615,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069762,6,11126539,-0.47
"{
  ""CreateTime"": 1687955993849,
  ""offset"": 18616,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069762,11,11126536,-0.98
"{
  ""CreateTime"": 1687955994850,
  ""offset"": 18617,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069762,22,11126535,0.06
"{
  ""CreateTime"": 1687955995852,
  ""offset"": 18618,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069763,11,11126540,-0.28
"{
  ""CreateTime"": 1687955996853,
  ""offset"": 18619,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069764,11,11126541,-0.04
"{
  ""CreateTime"": 1687955997854,
  ""offset"": 18620,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069764,11,11126543,0.38
"{
  ""CreateTime"": 1687955998856,
  ""offset"": 18621,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069764,22,11126542,-0.13
"{
  ""CreateTime"": 1687955999858,
  ""offset"": 18622,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069765,2,11126546,-0.87
"{
  ""CreateTime"": 1687956000860,
  ""offset"": 18623,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069765,11,11126544,0.33
"{
  ""CreateTime"": 1687955981826,
  ""offset"": 18604,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069758,22,11126525,0.73
"{
  ""CreateTime"": 1687955982828,
  ""offset"": 18605,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069758,6,11126527,0.81
"{
  ""CreateTime"": 1687955983830,
  ""offset"": 18606,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069759,22,11126528,0.94
"{
  ""CreateTime"": 1687955984832,
  ""offset"": 18607,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069759,22,11126529,0.04
"{
  ""CreateTime"": 1687955985834,
  ""offset"": 18608,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069760,11,11126533,0.04
"{
  ""CreateTime"": 1687955986836,
  ""offset"": 18609,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069760,11,11126530,0.81
"{
  ""CreateTime"": 1687955987837,
  ""offset"": 18610,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069760,11,11126531,-0.31
"{
  ""CreateTime"": 1687955988839,
  ""offset"": 18611,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069760,2,11126532,0.81
"{
  ""CreateTime"": 1687955989841,
  ""offset"": 18612,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069761,11,11126534,0.04
"{
  ""CreateTime"": 1687955990842,
  ""offset"": 18613,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069762,2,11126538,0.74
"{
  ""CreateTime"": 1687955961791,
  ""offset"": 18584,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,6,11126506,-0.14
"{
  ""CreateTime"": 1687955962793,
  ""offset"": 18585,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069751,22,11126504,-0.34
"{
  ""CreateTime"": 1687955963794,
  ""offset"": 18586,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069752,11,11126509,-0.55
"{
  ""CreateTime"": 1687955964796,
  ""offset"": 18587,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069752,2,11126510,-0.36
"{
  ""CreateTime"": 1687955965797,
  ""offset"": 18588,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069752,11,11126508,-0.82
"{
  ""CreateTime"": 1687955966799,
  ""offset"": 18589,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069753,11,11126513,-0.55
"{
  ""CreateTime"": 1687955967800,
  ""offset"": 18590,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069753,3,11126512,0.44
"{
  ""CreateTime"": 1687955968802,
  ""offset"": 18591,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069753,33,11126511,0.51
"{
  ""CreateTime"": 1687955969804,
  ""offset"": 18592,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069754,11,11126515,-0.36
"{
  ""CreateTime"": 1687955970805,
  ""offset"": 18593,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069754,11,11126514,-0.70
"{
  ""CreateTime"": 1687956001862,
  ""offset"": 18624,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069765,22,11126547,0.67
"{
  ""CreateTime"": 1687956002863,
  ""offset"": 18625,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069765,33,11126545,0.76
"{
  ""CreateTime"": 1687956003866,
  ""offset"": 18626,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069766,11,11126548,-0.44
"{
  ""CreateTime"": 1687956004867,
  ""offset"": 18627,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069767,3,11126550,-0.96
"{
  ""CreateTime"": 1687956005869,
  ""offset"": 18628,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069767,11,11126551,0.10
"{
  ""CreateTime"": 1687956006871,
  ""offset"": 18629,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069767,22,11126549,0.41
"{
  ""CreateTime"": 1687956007873,
  ""offset"": 18630,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069768,11,11126553,0.10
"{
  ""CreateTime"": 1687956008875,
  ""offset"": 18631,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069768,11,11126552,0.64
"{
  ""CreateTime"": 1687956009876,
  ""offset"": 18632,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069768,3,11126554,0.93
"{
  ""CreateTime"": 1687956010878,
  ""offset"": 18633,
  ""partition"": 0,
  ""topic"": ""calls""
}",4069768,33,11126555,-0.32
